Date,Transaction Description,Category,Amount,Type,Month,Net,Cumulative_Savings
2022-12-16,Important focus benefit probably.,Utilities,960.62,Expense,2022-12,-960.62,-329726.3899999997
2022-12-18,Condition all blood.,Rent,1464.22,Expense,2022-12,-1464.22,-331190.6099999997
2022-12-22,All politics.,Other,3511.0,Income,2022-12,3511.0,-327679.6099999997
2022-12-28,Moment red eight hand.,Utilities,771.61,Expense,2022-12,-771.61,-328451.2199999997
2022-12-30,Us decade.,Utilities,1286.74,Expense,2022-12,-1286.74,-329737.9599999997
2022-12-31,Life police.,Rent,1065.71,Expense,2022-12,-1065.71,-330803.6699999997
2023-01-03,Sea three state some around.,Investment,4105.0,Income,2023-01,4105.0,-326698.6699999997
2023-01-04,American audience fight war whether.,Entertainment,1259.88,Expense,2023-01,-1259.88,-327958.5499999997
2023-01-04,Rise mother.,Other,4124.0,Income,2023-01,4124.0,-323834.5499999997
2023-01-06,Moment eat personal.,Rent,1794.22,Expense,2023-01,-1794.22,-325628.76999999967
2023-01-09,See indeed black police group.,Investment,3645.0,Income,2023-01,3645.0,-321983.76999999967
2023-01-10,Third coach congress husband.,Shopping,635.86,Expense,2023-01,-635.86,-322619.62999999966
2023-01-11,Move outside value.,Other,1190.0,Income,2023-01,1190.0,-321429.62999999966
2023-01-13,Yard foot he share issue.,Travel,1560.15,Expense,2023-01,-1560.15,-322989.7799999997
2023-01-15,Drive nation heart nearly season.,Travel,418.84,Expense,2023-01,-418.84,-323408.6199999997
2023-01-16,Language however risk work.,Entertainment,1498.21,Expense,2023-01,-1498.21,-324906.8299999997
2023-01-17,Career three according worker democrat.,Food & Drink,1569.77,Expense,2023-01,-1569.77,-326476.59999999974
2023-01-18,Sign wall.,Entertainment,994.83,Expense,2023-01,-994.83,-327471.42999999976
2023-01-19,Memory number occur behind leave.,Other,1081.0,Income,2023-01,1081.0,-326390.42999999976
2023-01-19,Enter threat economic.,Food & Drink,1973.9,Expense,2023-01,-1973.9,-328364.3299999998
2023-01-19,Begin hundred truth.,Utilities,779.81,Expense,2023-01,-779.81,-329144.1399999998
2023-01-19,Society common stay ready.,Shopping,737.17,Expense,2023-01,-737.17,-329881.30999999976
2023-01-19,Organization feel.,Salary,1909.36,Expense,2023-01,-1909.36,-331790.66999999975
2023-01-20,Bad argue side girl.,Food & Drink,1178.85,Expense,2023-01,-1178.85,-332969.5199999997
2023-01-21,Him fight american music change.,Shopping,1018.16,Expense,2023-01,-1018.16,-333987.6799999997
2023-01-21,Us building side section.,Investment,826.0,Income,2023-01,826.0,-333161.6799999997
2023-01-22,Check purpose young.,Shopping,852.91,Expense,2023-01,-852.91,-334014.5899999997
2023-01-23,Offer bed it skill challenge.,Utilities,562.16,Expense,2023-01,-562.16,-334576.74999999965
2023-01-23,Live seat.,Entertainment,1948.88,Expense,2023-01,-1948.88,-336525.62999999966
2023-01-23,Energy huge its recently.,Other,3700.0,Income,2023-01,3700.0,-332825.62999999966
2023-01-24,Current health serious.,Food & Drink,336.03,Expense,2023-01,-336.03,-333161.6599999997
2023-01-24,Nice maintain present cultural.,Rent,627.24,Expense,2023-01,-627.24,-333788.8999999997
2023-01-24,Drug entire involve.,Entertainment,125.23,Expense,2023-01,-125.23,-333914.12999999966
2023-01-24,Both including.,Other,1450.0,Income,2023-01,1450.0,-332464.12999999966
2023-01-24,Couple general pretty show.,Food & Drink,625.49,Expense,2023-01,-625.49,-333089.61999999965
2023-01-24,Pattern wrong kind certainly.,Utilities,247.69,Expense,2023-01,-247.69,-333337.30999999965
2023-01-25,Science drug.,Travel,342.26,Expense,2023-01,-342.26,-333679.56999999966
2023-01-26,Add really born.,Other,1467.0,Income,2023-01,1467.0,-332212.56999999966
2023-01-27,Age decade mrs data.,Food & Drink,676.67,Expense,2023-01,-676.67,-332889.23999999964
2023-01-27,Nature performance yeah.,Rent,533.27,Expense,2023-01,-533.27,-333422.50999999966
2023-01-28,On professional analysis color.,Rent,997.33,Expense,2023-01,-997.33,-334419.8399999997
2023-01-29,Smile peace apply.,Food & Drink,1004.22,Expense,2023-01,-1004.22,-335424.05999999965
2023-01-29,Home even.,Health & Fitness,323.05,Expense,2023-01,-323.05,-335747.10999999964
2023-01-30,Affect test.,Rent,464.52,Expense,2023-01,-464.52,-336211.62999999966
2023-01-31,Woman meet report.,Food & Drink,1718.79,Expense,2023-01,-1718.79,-337930.41999999963
2023-01-31,Term mother cost may.,Investment,4364.0,Income,2023-01,4364.0,-333566.41999999963
2023-02-01,Unit again easy morning four.,Utilities,366.13,Expense,2023-02,-366.13,-333932.54999999964
2023-02-02,Adult range green.,Food & Drink,1110.2,Expense,2023-02,-1110.2,-335042.74999999965
2023-02-03,You without every.,Shopping,456.79,Expense,2023-02,-456.79,-335499.53999999963
2023-02-06,Election hit yourself wrong want.,Health & Fitness,549.8,Expense,2023-02,-549.8,-336049.3399999996
2023-02-07,Charge today prevent.,Other,1478.0,Income,2023-02,1478.0,-334571.3399999996
2023-02-07,Minute question their rather.,Food & Drink,366.9,Expense,2023-02,-366.9,-334938.23999999964
2023-02-08,Of interview fine.,Food & Drink,1908.62,Expense,2023-02,-1908.62,-336846.85999999964
2023-02-08,My deal catch must.,Other,2812.0,Income,2023-02,2812.0,-334034.85999999964
2023-02-09,Finally relate model.,Travel,661.33,Expense,2023-02,-661.33,-334696.18999999965
2023-02-12,Yet wish certain usually.,Food & Drink,744.15,Expense,2023-02,-744.15,-335440.3399999997
2023-02-13,Attack mouth rest contain.,Travel,1481.76,Expense,2023-02,-1481.76,-336922.0999999997
2023-02-15,She they.,Health & Fitness,1187.46,Expense,2023-02,-1187.46,-338109.5599999997
2023-02-16,Field seat start pm.,Entertainment,1467.6,Expense,2023-02,-1467.6,-339577.1599999997
2023-02-18,Single blood continue.,Entertainment,309.63,Expense,2023-02,-309.63,-339886.7899999997
2023-02-20,Note discuss discussion reach grow.,Food & Drink,473.67,Expense,2023-02,-473.67,-340360.4599999997
2023-02-20,Maybe painting republican.,Food & Drink,1902.47,Expense,2023-02,-1902.47,-342262.92999999964
2023-02-22,System man case.,Other,3019.0,Income,2023-02,3019.0,-339243.92999999964
2023-02-22,Allow share address.,Investment,3939.0,Income,2023-02,3939.0,-335304.92999999964
2023-02-24,Development provide dark daughter.,Food & Drink,1945.39,Expense,2023-02,-1945.39,-337250.31999999966
2023-02-26,Term majority foot leader.,Other,1262.0,Income,2023-02,1262.0,-335988.31999999966
2023-02-26,If among save herself.,Investment,4757.0,Income,2023-02,4757.0,-331231.31999999966
2023-02-26,Particularly score order modern.,Health & Fitness,922.33,Expense,2023-02,-922.33,-332153.6499999997
2023-02-28,Body lead there there early.,Rent,1015.8,Expense,2023-02,-1015.8,-333169.44999999966
2023-03-03,Fact huge fight.,Shopping,1328.26,Expense,2023-03,-1328.26,-334497.7099999997
2023-03-03,Worker always hold share.,Shopping,158.91,Expense,2023-03,-158.91,-334656.61999999965
2023-03-05,Career including late condition opportunity.,Health & Fitness,910.99,Expense,2023-03,-910.99,-335567.60999999964
2023-03-05,Coach family try ready.,Other,2638.0,Income,2023-03,2638.0,-332929.60999999964
2023-03-05,Stop later reveal both.,Shopping,1404.44,Expense,2023-03,-1404.44,-334334.04999999964
2023-03-07,Bed food possible represent.,Entertainment,280.86,Expense,2023-03,-280.86,-334614.9099999996
2023-03-08,Before relationship plant.,Rent,319.27,Expense,2023-03,-319.27,-334934.17999999964
2023-03-08,Religious risk window partner civil.,Other,3072.0,Income,2023-03,3072.0,-331862.17999999964
2023-03-08,Analysis color friend the.,Health & Fitness,1929.62,Expense,2023-03,-1929.62,-333791.79999999964
2023-03-08,Than condition republican.,Travel,932.06,Expense,2023-03,-932.06,-334723.85999999964
2023-03-10,Finally shoulder land.,Rent,323.65,Expense,2023-03,-323.65,-335047.50999999966
2023-03-10,Together whether about.,Food & Drink,437.89,Expense,2023-03,-437.89,-335485.3999999997
2023-03-12,Learn talk.,Utilities,191.51,Expense,2023-03,-191.51,-335676.9099999997
2023-03-13,People newspaper stay.,Utilities,71.85,Expense,2023-03,-71.85,-335748.75999999966
2023-03-13,Process law kind over according.,Other,2631.0,Income,2023-03,2631.0,-333117.75999999966
2023-03-13,Part management.,Health & Fitness,798.53,Expense,2023-03,-798.53,-333916.2899999997
2023-03-15,Challenge president already.,Salary,1116.35,Expense,2023-03,-1116.35,-335032.63999999966
2023-03-15,Study fear turn any indicate.,Rent,929.47,Expense,2023-03,-929.47,-335962.10999999964
2023-03-16,Public particularly reality.,Utilities,251.69,Expense,2023-03,-251.69,-336213.79999999964
2023-03-16,Concern lay often use behavior.,Investment,1570.0,Income,2023-03,1570.0,-334643.79999999964
2023-03-18,Happy her attack interview.,Other,3549.0,Income,2023-03,3549.0,-331094.79999999964
2023-03-18,Fall care.,Rent,1168.82,Expense,2023-03,-1168.82,-332263.61999999965
2023-03-21,Money modern receive partner.,Rent,53.38,Expense,2023-03,-53.38,-332316.99999999965
2023-03-22,Role pick would low read.,Other,1555.0,Income,2023-03,1555.0,-330761.99999999965
2023-03-23,Pass market role.,Other,914.0,Income,2023-03,914.0,-329847.99999999965
2023-03-23,Space this discussion fact.,Other,3735.0,Income,2023-03,3735.0,-326112.99999999965
2023-03-23,Participant first moment yet.,Other,1503.0,Income,2023-03,1503.0,-324609.99999999965
2023-03-24,Brother let.,Shopping,1369.59,Expense,2023-03,-1369.59,-325979.5899999997
2023-03-27,Son yourself increase.,Investment,2033.0,Income,2023-03,2033.0,-323946.5899999997
2023-03-29,Night point action cut.,Salary,1768.01,Expense,2023-03,-1768.01,-325714.5999999997
2023-03-30,So film media.,Investment,2917.0,Income,2023-03,2917.0,-322797.5999999997
2023-03-31,Box four.,Salary,131.35,Expense,2023-03,-131.35,-322928.94999999966
2023-03-31,Pattern ahead compare form full.,Utilities,844.28,Expense,2023-03,-844.28,-323773.2299999997
2023-04-01,Something population loss physical.,Entertainment,1265.2,Expense,2023-04,-1265.2,-325038.4299999997
2023-04-01,Leg sport until argue.,Food & Drink,1978.91,Expense,2023-04,-1978.91,-327017.3399999997
2023-04-04,North question new.,Health & Fitness,964.57,Expense,2023-04,-964.57,-327981.9099999997
2023-04-07,Officer forward trouble.,Health & Fitness,1826.23,Expense,2023-04,-1826.23,-329808.13999999966
2023-04-08,Wide exactly.,Shopping,548.17,Expense,2023-04,-548.17,-330356.30999999965
2023-04-09,Worker phone success number.,Investment,740.0,Income,2023-04,740.0,-329616.30999999965
2023-04-10,Organization ten seem.,Travel,126.6,Expense,2023-04,-126.6,-329742.9099999996
2023-04-10,Even beautiful.,Health & Fitness,1536.02,Expense,2023-04,-1536.02,-331278.92999999964
2023-04-13,Later week democratic few.,Utilities,209.27,Expense,2023-04,-209.27,-331488.19999999966
2023-04-15,Size sing tree kitchen.,Travel,1072.04,Expense,2023-04,-1072.04,-332560.23999999964
2023-04-16,Toward child future low.,Food & Drink,1530.46,Expense,2023-04,-1530.46,-334090.69999999966
2023-04-20,Simply century the.,Shopping,716.06,Expense,2023-04,-716.06,-334806.75999999966
2023-04-20,Day already hold.,Utilities,360.44,Expense,2023-04,-360.44,-335167.19999999966
2023-04-21,About usually.,Health & Fitness,1828.82,Expense,2023-04,-1828.82,-336996.01999999967
2023-04-22,Level animal minute probably.,Other,1664.0,Income,2023-04,1664.0,-335332.01999999967
2023-04-22,Officer fine.,Entertainment,1675.03,Expense,2023-04,-1675.03,-337007.0499999997
2023-04-23,Customer expert mother significant.,Salary,1088.83,Expense,2023-04,-1088.83,-338095.8799999997
2023-04-24,Chance event address.,Investment,1239.0,Income,2023-04,1239.0,-336856.8799999997
2023-04-25,Bill my near even wall.,Investment,663.0,Income,2023-04,663.0,-336193.8799999997
2023-05-02,Each author party full kitchen.,Food & Drink,670.15,Expense,2023-05,-670.15,-336864.02999999974
2023-05-02,Likely push.,Utilities,688.11,Expense,2023-05,-688.11,-337552.1399999997
2023-05-03,Approach interview condition other.,Other,987.0,Income,2023-05,987.0,-336565.1399999997
2023-05-05,Green forward cup serve speak.,Investment,1408.0,Income,2023-05,1408.0,-335157.1399999997
2023-05-05,Nothing behavior sort recognize.,Health & Fitness,1921.51,Expense,2023-05,-1921.51,-337078.64999999973
2023-05-05,Financial popular short like.,Shopping,1176.17,Expense,2023-05,-1176.17,-338254.8199999997
2023-05-07,Technology pay tree.,Health & Fitness,281.54,Expense,2023-05,-281.54,-338536.3599999997
2023-05-12,Record professor small.,Other,4491.0,Income,2023-05,4491.0,-334045.3599999997
2023-05-14,Maintain assume both long.,Utilities,1417.29,Expense,2023-05,-1417.29,-335462.6499999997
2023-05-14,Should page camera.,Health & Fitness,454.24,Expense,2023-05,-454.24,-335916.88999999966
2023-05-14,Stage someone for power.,Utilities,762.98,Expense,2023-05,-762.98,-336679.86999999965
2023-05-15,Leave opportunity draw during city.,Travel,263.42,Expense,2023-05,-263.42,-336943.28999999963
2023-05-15,At decade really issue.,Shopping,1703.01,Expense,2023-05,-1703.01,-338646.29999999964
2023-05-16,Skin name door production back.,Food & Drink,372.34,Expense,2023-05,-372.34,-339018.63999999966
2023-05-17,Boy other foot best.,Entertainment,1282.9,Expense,2023-05,-1282.9,-340301.5399999997
2023-05-18,Final image our.,Other,1652.0,Income,2023-05,1652.0,-338649.5399999997
2023-05-19,Management produce bed stage.,Rent,483.61,Expense,2023-05,-483.61,-339133.1499999997
2023-05-20,Factor past language day theory.,Health & Fitness,898.79,Expense,2023-05,-898.79,-340031.93999999965
2023-05-20,Some quickly truth view response.,Entertainment,1389.42,Expense,2023-05,-1389.42,-341421.35999999964
2023-05-20,Serious produce.,Utilities,1276.01,Expense,2023-05,-1276.01,-342697.36999999965
2023-05-22,Old particularly.,Rent,1443.62,Expense,2023-05,-1443.62,-344140.98999999964
2023-05-22,Summer system artist too.,Other,3937.0,Income,2023-05,3937.0,-340203.98999999964
2023-05-22,Reflect star.,Shopping,991.23,Expense,2023-05,-991.23,-341195.2199999996
2023-05-25,Technology tend.,Shopping,211.84,Expense,2023-05,-211.84,-341407.05999999965
2023-05-28,Reduce hour fish him.,Entertainment,333.69,Expense,2023-05,-333.69,-341740.74999999965
2023-05-29,Nation production little could.,Investment,2915.0,Income,2023-05,2915.0,-338825.74999999965
2023-05-29,Style child young prove.,Other,1357.0,Income,2023-05,1357.0,-337468.74999999965
2023-05-30,Author administration.,Investment,3575.0,Income,2023-05,3575.0,-333893.74999999965
2023-06-02,Window career case south.,Investment,4981.0,Income,2023-06,4981.0,-328912.74999999965
2023-06-03,Us perhaps lawyer interest star.,Rent,682.52,Expense,2023-06,-682.52,-329595.26999999967
2023-06-04,Difficult interesting account marriage.,Salary,1411.96,Expense,2023-06,-1411.96,-331007.2299999997
2023-06-05,Especially unit office almost.,Utilities,1218.56,Expense,2023-06,-1218.56,-332225.7899999997
2023-06-08,Low happy oil which bag.,Food & Drink,211.5,Expense,2023-06,-211.5,-332437.2899999997
2023-06-08,Let back three.,Entertainment,824.47,Expense,2023-06,-824.47,-333261.75999999966
2023-06-09,Line score whether.,Travel,1324.59,Expense,2023-06,-1324.59,-334586.3499999997
2023-06-09,Something fine apply gas sing.,Rent,108.77,Expense,2023-06,-108.77,-334695.1199999997
2023-06-10,Mention light safe inside.,Salary,315.64,Expense,2023-06,-315.64,-335010.7599999997
2023-06-10,Cold reason our.,Shopping,184.38,Expense,2023-06,-184.38,-335195.1399999997
2023-06-13,Employee picture official of prevent.,Salary,407.35,Expense,2023-06,-407.35,-335602.4899999997
2023-06-15,Agree machine camera baby six.,Investment,2890.0,Income,2023-06,2890.0,-332712.4899999997
2023-06-16,Past every either.,Salary,1689.1,Expense,2023-06,-1689.1,-334401.5899999997
2023-06-16,Company option character land space.,Shopping,947.18,Expense,2023-06,-947.18,-335348.76999999967
2023-06-17,Machine son television.,Travel,191.36,Expense,2023-06,-191.36,-335540.12999999966
2023-06-17,Whose other.,Utilities,748.33,Expense,2023-06,-748.33,-336288.4599999997
2023-06-19,Sell include himself produce.,Utilities,897.09,Expense,2023-06,-897.09,-337185.5499999997
2023-06-21,Official success approach.,Salary,534.17,Expense,2023-06,-534.17,-337719.7199999997
2023-06-22,Apply less.,Food & Drink,310.75,Expense,2023-06,-310.75,-338030.4699999997
2023-06-22,Live way two.,Rent,180.56,Expense,2023-06,-180.56,-338211.0299999997
2023-06-23,Raise hope enjoy most.,Shopping,1941.7,Expense,2023-06,-1941.7,-340152.7299999997
2023-06-25,Eye something.,Food & Drink,1683.19,Expense,2023-06,-1683.19,-341835.9199999997
2023-06-25,Which raise american truth.,Shopping,1931.6,Expense,2023-06,-1931.6,-343767.51999999967
2023-06-25,Particular present evening establish.,Salary,1149.7,Expense,2023-06,-1149.7,-344917.2199999997
2023-06-26,Pressure hospital significant.,Travel,167.12,Expense,2023-06,-167.12,-345084.3399999997
2023-06-30,Side mind question year finish.,Food & Drink,1009.18,Expense,2023-06,-1009.18,-346093.51999999967
2023-07-01,Story activity.,Utilities,249.36,Expense,2023-07,-249.36,-346342.87999999966
2023-07-02,Billion land detail exist cover.,Utilities,1898.63,Expense,2023-07,-1898.63,-348241.50999999966
2023-07-05,Begin voice prevent structure wear.,Investment,2078.0,Income,2023-07,2078.0,-346163.50999999966
2023-07-05,Beat painting heavy.,Other,1141.0,Income,2023-07,1141.0,-345022.50999999966
2023-07-06,To receive education.,Shopping,411.82,Expense,2023-07,-411.82,-345434.32999999967
2023-07-07,Police two.,Utilities,1669.88,Expense,2023-07,-1669.88,-347104.2099999997
2023-07-07,Realize property show either.,Rent,183.18,Expense,2023-07,-183.18,-347287.38999999966
2023-07-10,Since him four.,Health & Fitness,1714.68,Expense,2023-07,-1714.68,-349002.06999999966
2023-07-10,Western enough key.,Food & Drink,1575.24,Expense,2023-07,-1575.24,-350577.30999999965
2023-07-10,Particular condition man.,Shopping,233.91,Expense,2023-07,-233.91,-350811.2199999996
2023-07-10,Shoulder despite poor tree resource.,Investment,1365.0,Income,2023-07,1365.0,-349446.2199999996
2023-07-11,Authority number.,Rent,1573.63,Expense,2023-07,-1573.63,-351019.8499999996
2023-07-13,Affect marriage present a.,Health & Fitness,1757.01,Expense,2023-07,-1757.01,-352776.85999999964
2023-07-15,Entire record toward off.,Salary,1148.33,Expense,2023-07,-1148.33,-353925.18999999965
2023-07-15,Long identify road speech.,Utilities,558.07,Expense,2023-07,-558.07,-354483.25999999966
2023-07-15,Difficult his ready sister building.,Other,817.0,Income,2023-07,817.0,-353666.25999999966
2023-07-15,Four field area young.,Health & Fitness,1384.12,Expense,2023-07,-1384.12,-355050.37999999966
2023-07-15,Movement which ball least.,Other,2700.0,Income,2023-07,2700.0,-352350.37999999966
2023-07-16,Computer always his.,Food & Drink,682.35,Expense,2023-07,-682.35,-353032.72999999963
2023-07-17,Receive to piece.,Travel,567.89,Expense,2023-07,-567.89,-353600.61999999965
2023-07-18,Be plan same cause.,Rent,1945.27,Expense,2023-07,-1945.27,-355545.88999999966
2023-07-19,Rest or.,Travel,1948.7,Expense,2023-07,-1948.7,-357494.5899999997
2023-07-19,As music film move.,Health & Fitness,546.15,Expense,2023-07,-546.15,-358040.7399999997
2023-07-20,Already argue.,Rent,383.99,Expense,2023-07,-383.99,-358424.7299999997
2023-07-21,Brother southern project learn.,Shopping,1484.48,Expense,2023-07,-1484.48,-359909.2099999997
2023-07-23,Scientist do author.,Health & Fitness,1643.82,Expense,2023-07,-1643.82,-361553.0299999997
2023-07-25,President likely truth animal.,Utilities,140.58,Expense,2023-07,-140.58,-361693.6099999997
2023-07-26,Common anyone.,Shopping,279.94,Expense,2023-07,-279.94,-361973.5499999997
2023-07-27,Lay color.,Food & Drink,355.74,Expense,2023-07,-355.74,-362329.2899999997
2023-07-27,Box organization.,Entertainment,1675.58,Expense,2023-07,-1675.58,-364004.8699999997
2023-07-30,Source international.,Salary,110.61,Expense,2023-07,-110.61,-364115.4799999997
2023-08-01,Building range national focus.,Entertainment,555.22,Expense,2023-08,-555.22,-364670.69999999966
2023-08-04,Or friend.,Shopping,1274.47,Expense,2023-08,-1274.47,-365945.16999999963
2023-08-05,Center indeed recent.,Investment,2481.0,Income,2023-08,2481.0,-363464.16999999963
2023-08-07,Partner sing administration main according.,Health & Fitness,695.06,Expense,2023-08,-695.06,-364159.22999999963
2023-08-07,Just understand american.,Salary,363.39,Expense,2023-08,-363.39,-364522.61999999965
2023-08-09,Religious order.,Travel,1500.43,Expense,2023-08,-1500.43,-366023.04999999964
2023-08-09,Really society live camera.,Travel,64.63,Expense,2023-08,-64.63,-366087.67999999964
2023-08-10,Mission include visit.,Investment,2313.0,Income,2023-08,2313.0,-363774.67999999964
2023-08-10,Conference matter wear physical site.,Entertainment,545.48,Expense,2023-08,-545.48,-364320.1599999996
2023-08-11,Above dog brother morning.,Food & Drink,1730.61,Expense,2023-08,-1730.61,-366050.7699999996
2023-08-16,Gun seven music despite show.,Food & Drink,953.45,Expense,2023-08,-953.45,-367004.2199999996
2023-08-17,Apply both chance.,Investment,569.0,Income,2023-08,569.0,-366435.2199999996
2023-08-17,Computer prove amount population.,Travel,1428.35,Expense,2023-08,-1428.35,-367863.5699999996
2023-08-21,Itself free source.,Travel,853.38,Expense,2023-08,-853.38,-368716.9499999996
2023-08-22,Bit appear.,Health & Fitness,923.41,Expense,2023-08,-923.41,-369640.3599999996
2023-08-23,Citizen ahead method.,Travel,1357.62,Expense,2023-08,-1357.62,-370997.9799999996
2023-08-25,Return or for.,Shopping,1173.13,Expense,2023-08,-1173.13,-372171.1099999996
2023-08-27,Discover body direction down.,Other,2815.0,Income,2023-08,2815.0,-369356.1099999996
2023-08-30,Heart determine likely.,Rent,968.66,Expense,2023-08,-968.66,-370324.76999999955
2023-08-30,Three certain.,Travel,1284.78,Expense,2023-08,-1284.78,-371609.5499999996
2023-08-30,Hold carry rest.,Travel,1315.68,Expense,2023-08,-1315.68,-372925.2299999996
2023-08-30,Dark camera realize.,Travel,384.84,Expense,2023-08,-384.84,-373310.0699999996
2023-09-01,Carry surface learn.,Entertainment,1800.38,Expense,2023-09,-1800.38,-375110.4499999996
2023-09-01,Detail far church some.,Shopping,1324.46,Expense,2023-09,-1324.46,-376434.9099999996
2023-09-03,Wife talk beat tax majority.,Food & Drink,1314.25,Expense,2023-09,-1314.25,-377749.1599999996
2023-09-04,Individual analysis.,Entertainment,692.9,Expense,2023-09,-692.9,-378442.05999999965
2023-09-04,Its develop until watch.,Food & Drink,1170.22,Expense,2023-09,-1170.22,-379612.2799999996
2023-09-04,List leg address into their.,Travel,1814.75,Expense,2023-09,-1814.75,-381427.0299999996
2023-09-07,Almost most look something.,Salary,1813.99,Expense,2023-09,-1813.99,-383241.0199999996
2023-09-10,Manager bar send really.,Travel,1692.38,Expense,2023-09,-1692.38,-384933.3999999996
2023-09-11,Car fast positive.,Utilities,594.63,Expense,2023-09,-594.63,-385528.0299999996
2023-09-11,Look fight.,Travel,1453.12,Expense,2023-09,-1453.12,-386981.1499999996
2023-09-12,Section agency lawyer sign them.,Utilities,1894.38,Expense,2023-09,-1894.38,-388875.5299999996
2023-09-12,Smile have less.,Rent,452.28,Expense,2023-09,-452.28,-389327.80999999965
2023-09-13,Audience throw four allow international.,Travel,846.74,Expense,2023-09,-846.74,-390174.54999999964
2023-09-14,War push thousand book half.,Rent,946.37,Expense,2023-09,-946.37,-391120.91999999963
2023-09-14,Hand possible relate night.,Rent,949.72,Expense,2023-09,-949.72,-392070.6399999996
2023-09-14,My some skin ball thing.,Health & Fitness,528.51,Expense,2023-09,-528.51,-392599.1499999996
2023-09-15,Wonder draw box.,Investment,3626.0,Income,2023-09,3626.0,-388973.1499999996
2023-09-15,That reflect send set fly.,Shopping,117.58,Expense,2023-09,-117.58,-389090.72999999963
2023-09-16,Quite everyone as generation.,Utilities,1984.77,Expense,2023-09,-1984.77,-391075.49999999965
2023-09-16,Money but report question.,Salary,295.02,Expense,2023-09,-295.02,-391370.51999999967
2023-09-21,Later happy pull.,Utilities,1560.09,Expense,2023-09,-1560.09,-392930.6099999997
2023-09-21,Throughout leader bag.,Utilities,633.69,Expense,2023-09,-633.69,-393564.2999999997
2023-09-23,When baby clearly.,Other,2740.0,Income,2023-09,2740.0,-390824.2999999997
2023-09-24,Many themselves minute.,Utilities,1156.8,Expense,2023-09,-1156.8,-391981.0999999997
2023-09-28,Indicate radio use.,Investment,1560.0,Income,2023-09,1560.0,-390421.0999999997
2023-09-29,Information scene again country.,Shopping,812.75,Expense,2023-09,-812.75,-391233.8499999997
2023-10-03,Strong mind from.,Shopping,19.29,Expense,2023-10,-19.29,-391253.13999999966
2023-10-04,Knowledge fight car smile commercial.,Entertainment,45.65,Expense,2023-10,-45.65,-391298.7899999997
2023-10-04,Pretty skin main program.,Health & Fitness,1900.64,Expense,2023-10,-1900.64,-393199.4299999997
2023-10-05,Machine wife show.,Investment,2353.0,Income,2023-10,2353.0,-390846.4299999997
2023-10-06,Good lay coach.,Health & Fitness,631.06,Expense,2023-10,-631.06,-391477.4899999997
2023-10-08,Expect win stuff realize project.,Other,1868.0,Income,2023-10,1868.0,-389609.4899999997
2023-10-08,Draw american first.,Investment,2942.0,Income,2023-10,2942.0,-386667.4899999997
2023-10-08,Employee continue none alone.,Salary,1458.39,Expense,2023-10,-1458.39,-388125.8799999997
2023-10-09,Challenge large wish move.,Health & Fitness,872.99,Expense,2023-10,-872.99,-388998.8699999997
2023-10-09,Identify material.,Utilities,692.04,Expense,2023-10,-692.04,-389690.9099999997
2023-10-11,Until choose wife national.,Health & Fitness,1502.73,Expense,2023-10,-1502.73,-391193.63999999966
2023-10-13,Positive far time wide.,Other,656.0,Income,2023-10,656.0,-390537.63999999966
2023-10-14,Son rock two.,Utilities,430.27,Expense,2023-10,-430.27,-390967.9099999997
2023-10-14,Rule too.,Investment,1508.0,Income,2023-10,1508.0,-389459.9099999997
2023-10-15,Part crime.,Food & Drink,1191.91,Expense,2023-10,-1191.91,-390651.81999999966
2023-10-15,Bring agent pay detail group.,Food & Drink,756.63,Expense,2023-10,-756.63,-391408.44999999966
2023-10-16,Sit short cultural.,Investment,661.0,Income,2023-10,661.0,-390747.44999999966
2023-10-17,Support quality whatever wish hour.,Investment,3914.0,Income,2023-10,3914.0,-386833.44999999966
2023-10-17,Owner memory argue project.,Rent,1099.09,Expense,2023-10,-1099.09,-387932.5399999997
2023-10-27,Respond into history.,Utilities,418.93,Expense,2023-10,-418.93,-388351.4699999997
2023-10-27,General final knowledge.,Food & Drink,609.22,Expense,2023-10,-609.22,-388960.68999999965
2023-10-29,Democratic thousand.,Travel,1249.37,Expense,2023-10,-1249.37,-390210.05999999965
2023-10-30,Eye south wife interest.,Shopping,1663.0,Expense,2023-10,-1663.0,-391873.05999999965
2023-10-30,Structure our century.,Investment,2815.0,Income,2023-10,2815.0,-389058.05999999965
2023-11-04,Write moment friend value.,Investment,4577.0,Income,2023-11,4577.0,-384481.05999999965
2023-11-05,According police.,Investment,2654.0,Income,2023-11,2654.0,-381827.05999999965
2023-11-08,Fight nice less agree able.,Entertainment,1379.53,Expense,2023-11,-1379.53,-383206.5899999997
2023-11-08,Company left nothing trip.,Entertainment,722.26,Expense,2023-11,-722.26,-383928.8499999997
2023-11-08,Strategy face make.,Utilities,88.42,Expense,2023-11,-88.42,-384017.26999999967
2023-11-09,What strong line.,Entertainment,15.45,Expense,2023-11,-15.45,-384032.7199999997
2023-11-09,Conference trade population agreement.,Rent,1672.11,Expense,2023-11,-1672.11,-385704.82999999967
2023-11-11,Yes at seat ok.,Utilities,1899.4,Expense,2023-11,-1899.4,-387604.2299999997
2023-11-11,Than physical live reason.,Rent,1449.89,Expense,2023-11,-1449.89,-389054.1199999997
2023-11-13,Mention offer suddenly clear.,Other,2393.0,Income,2023-11,2393.0,-386661.1199999997
